T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Barbers Hill ISD (036902)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Channelview ISD (101905)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Crosby ISD (101906)",13
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Galena Park ISD (101910)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Goose Creek CISD (101911)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hardin ISD (146904)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Huffman ISD (101925)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Hull-Daisetta ISD (146905)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Humble ISD (101913)",11
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Liberty ISD (146906)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Magnolia ISD (170906)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",100,"Tarkington ISD (146907)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",57
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Barbers Hill ISD (036902)",19
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cleveland ISD (146901)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Crosby ISD (101906)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Deer Park ISD (101908)",-999
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Devers ISD (146903)",16
"2019-2020",04,"Region IV Houston","Dayton ISD (146902)","Traditional ISD/CSD",200,"Transfers Out To",100,"Galena Park ISD (101910)",-999
