T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Anson ISD (127901)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Baird ISD (030903)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Ballinger ISD (200901)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Cisco ISD (067902)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Clyde CISD (030902)",37
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Eula ISD (030906)",13
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Haskell CISD (104901)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Hawley ISD (127904)",25
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Jim Ned CISD (221911)",28
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lubbock ISD (152901)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lueders-Avoca ISD (127905)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Merkel ISD (221904)",35
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"San Angelo ISD (226903)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Stamford ISD (127906)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Sweetwater ISD (177902)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Trent ISD (221905)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Winters ISD (200904)",-999
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",100,"Wylie ISD (221912)",215
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",200,,0
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",384
"2018-2019",14,"Region XIV Abilene","Abilene ISD (221901)","Traditional ISD/CSD",100,"Transfers In From",300,,0
