T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"ARP ISD  -  212901",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"BIG SANDY ISD  -  230901",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"BROWNSBORO ISD  -  107902",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"BULLARD ISD  -  212902",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"CARLISLE ISD  -  201913",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"CAYUGA ISD  -  001902",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"CHAPEL HILL ISD  -  212909",80
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"ELKHART ISD  -  001903",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"FAIRFIELD ISD  -  081902",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"FRANKSTON ISD  -  001904",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"GILMER ISD  -  230902",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"GLADEWATER ISD  -  092901",13
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"HALLSVILLE ISD  -  102904",48
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"HARLETON ISD  -  102905",-999
"2022-2023",07,"REGION VII KILGORE","UT TYLER UNIVERSITY ACADEMY  -  212804","Open Enrollment Charter",100,"Transfers In From",100,"HENDERSON ISD  -  201902",11
