"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Denton ISD (061901)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Forestburg ISD (169910)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Gainesville ISD (049901)",183
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Lindsay ISD (049907)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Muenster ISD (049902)",5
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Sanger ISD (061908)",13
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Valley View ISD (049903)",11
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",100,"Whitesboro ISD (091909)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",218
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Callisburg ISD (049905)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Forestburg ISD (169910)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Gainesville ISD (049901)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Lindsay ISD (049907)",6
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Muenster ISD (049902)",27
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Slidell ISD (249908)",-9999999
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Valley View ISD (049903)",11
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",50
"2016-2017",11,"Region XI Fort Worth","Era ISD (049906)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

