T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"ARGYLE ISD  -  061910",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"AUBREY ISD  -  061907",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"CALLISBURG ISD  -  049905",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"DECATUR ISD  -  249905",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"DENTON ISD  -  061901",18
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"ERA ISD  -  049906",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"GAINESVILLE ISD  -  049901",11
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"KRUM ISD  -  061905",20
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"LAKE DALLAS ISD  -  061912",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"NORTHWEST ISD  -  061911",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"PILOT POINT ISD  -  061903",10
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"PONDER ISD  -  061906",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"PROSPER ISD  -  043912",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"SLIDELL ISD  -  249908",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"TIOGA ISD  -  091907",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",100,"VALLEY VIEW ISD  -  049903",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",87
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",200,"Transfers Out To",100,"ARGYLE ISD  -  061910",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",200,"Transfers Out To",100,"AUBREY ISD  -  061907",-999
"2022-2023",11,"REGION XI FORT WORTH","SANGER ISD  -  061908","Traditional ISD/CSD",200,"Transfers Out To",100,"BIRDVILLE ISD  -  220902",-999
