T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"CENTER ISD  -  210901",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"CENTRAL HEIGHTS ISD  -  174908",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"CHIRENO ISD  -  174901",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"CUSHING ISD  -  174902",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"DOUGLASS ISD  -  174911",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"GARRISON ISD  -  174903",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"HENDERSON ISD  -  201902",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",100,"WODEN ISD  -  174906",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",17
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"ALTO ISD  -  037901",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"BROADDUS ISD  -  203902",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"CENTER ISD  -  210901",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"CENTRAL HEIGHTS ISD  -  174908",308
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"CENTRAL ISD  -  003907",16
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"CHIRENO ISD  -  174901",10
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"CUSHING ISD  -  174902",15
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"DOUGLASS ISD  -  174911",41
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"EXCELSIOR ISD  -  210906",-999
"2021-2022",07,"REGION VII KILGORE","NACOGDOCHES ISD  -  174904","Traditional ISD/CSD",200,"Transfers Out To",100,"GARRISON ISD  -  174903",119
