T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"ALDINE ISD  -  101902",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"ALVIN ISD  -  020901",12
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"ANGLETON ISD  -  020902",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"CLEVELAND ISD  -  146901",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"COLUMBUS ISD  -  045902",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"CYPRESS-FAIRBANKS ISD  -  101907",51
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"FORT BEND ISD  -  079907",317
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",220
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"KATY ISD  -  101914",83
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"KLEIN ISD  -  101915",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"LAMAR CISD  -  079901",77
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"PEARLAND ISD  -  020908",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"ROYAL ISD  -  237905",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"SPRING BRANCH ISD  -  101920",14
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"SPRING ISD  -  101919",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"STAFFORD MSD  -  079910",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",100,"TOMBALL ISD  -  101921",-999
"2021-2022",04,"REGION IV HOUSTON","ALIEF ISD  -  101903","Traditional ISD/CSD",100,"Transfers In From",200,,"."
