T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"ALIEF ISD  -  101903",26
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"ALVIN ISD  -  020901",16
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"ANGLETON ISD  -  020902",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"CYPRESS-FAIRBANKS ISD  -  101907",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"ECTOR COUNTY ISD  -  068901",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"FORT BEND ISD  -  079907",818
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",156
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"HUMBLE ISD  -  101913",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"KATY ISD  -  101914",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"LAMAR CISD  -  079901",30
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"PEARLAND ISD  -  020908",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"ROYAL ISD  -  237905",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",100,"SPRING BRANCH ISD  -  101920",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",1067
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",200,"Transfers Out To",100,"ACCELERATED INTERMEDIATE ACADEMY  -  101849",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",200,"Transfers Out To",100,"ALIEF ISD  -  101903",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",200,"Transfers Out To",100,"ALIEF MONTESSORI COMMUNITY SCHOOL  -  101815",-999
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",200,"Transfers Out To",100,"ARROW ACADEMY  -  021805",37
"2022-2023",04,"REGION IV HOUSTON","STAFFORD MSD  -  079910","Traditional ISD/CSD",200,"Transfers Out To",100,"BAKERRIPLEY COMMUNITY SCHOOLS  -  101853",-999
