T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",100,"Clear Creek ISD (084910)",-999
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",100,"Dickinson ISD (084901)",54
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",100,"Galveston ISD (084902)",12
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",100,"Hitchcock ISD (084908)",25
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",100,"Pearland ISD (020908)",-999
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",100,"Santa Fe ISD (084909)",16
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",115
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ambassadors Preparatory Academy (084804)",40
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Angleton ISD (020902)",-999
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Beta Academy (101870)",-999
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Clear Creek ISD (084910)",-999
"2020-2021",04,"Region IV Houston","Texas City ISD (084906)","Traditional ISD/CSD",200,"Transfers Out To",100,"Deer Park ISD (101908)",-999
