T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"ANSON ISD  -  127901",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"BAIRD ISD  -  030903",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"CANYON ISD  -  191901",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"CLYDE CISD  -  030902",25
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"EULA ISD  -  030906",28
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"HAMLIN COLLEGIATE ISD  -  127903",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"HASKELL CISD  -  104901",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"HAWLEY ISD  -  127904",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"JIM NED CISD  -  221911",40
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"LAMAR CISD  -  079901",-999
"2022-2023",14,"REGION XIV ABILENE","ABILENE ISD  -  221901","Traditional ISD/CSD",100,"Transfers In From",100,"LUBBOCK ISD  -  152901",-999
