T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"COMMERCE ISD  -  116903",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"CRANDALL ISD  -  129901",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"EDGEWOOD ISD  -  234903",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"KAUFMAN ISD  -  129903",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"MABANK ISD  -  129905",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"QUINLAN ISD  -  116908",11
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"ROCKWALL ISD  -  199901",-999
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",100,"WILLS POINT ISD  -  234907",17
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",57
"2022-2023",10,"REGION X RICHARDSON","TERRELL ISD  -  129906","Traditional ISD/CSD",100,"Transfers In From",300,,"."
