T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"ALDINE ISD  -  101902",66
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"CHANNELVIEW ISD  -  101905",10
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"CLEVELAND ISD  -  146901",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"COLDSPRING-OAKHURST CISD  -  204901",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"CONROE ISD  -  170902",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"CROSBY ISD  -  101906",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"CYPRESS-FAIRBANKS ISD  -  101907",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"DAYTON ISD  -  146902",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"GALENA PARK ISD  -  101910",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"GOOSE CREEK CISD  -  101911",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",34
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"HUFFMAN ISD  -  101925",23
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"KLEIN ISD  -  101915",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"NEW CANEY ISD  -  170908",136
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"SHELDON ISD  -  101924",27
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"SHEPHERD ISD  -  204904",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"SPLENDORA ISD  -  170907",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"SPRING ISD  -  101919",50
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"TARKINGTON ISD  -  146907",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",100,"WALLER ISD  -  237904",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",395
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"A+ UNLIMITED POTENTIAL  -  101871",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"ALDINE ISD  -  101902",91
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"ARISTOI CLASSICAL ACADEMY  -  101803",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"ARLINGTON ISD  -  220901",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"AXTELL ISD  -  161918",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BAKERRIPLEY COMMUNITY SCHOOLS  -  101853",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BARBERS HILL ISD  -  036902",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BEATRICE MAYES INSTITUTE CHARTER SCHOOL  -  101847",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BETA ACADEMY  -  101870",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BRAZOSPORT ISD  -  020905",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BRENHAM ISD  -  239901",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"BRYAN ISD  -  021902",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"CHANNELVIEW ISD  -  101905",33
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"CLEVELAND ISD  -  146901",10
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"COLDSPRING-OAKHURST CISD  -  204901",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"CONROE ISD  -  170902",13
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"CROSBY ISD  -  101906",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"CYPRESS-FAIRBANKS ISD  -  101907",10
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"DALLAS ISD  -  057905",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"DAYTON ISD  -  146902",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"DEER PARK ISD  -  101908",13
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"DORAL ACADEMY OF TEXAS  -  105804",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"ETOILE ACADEMY CHARTER SCHOOL  -  101872",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"EVOLUTION ACADEMY CHARTER SCHOOL  -  057834",-999
"2022-2023",04,"REGION IV HOUSTON","HUMBLE ISD  -  101913","Traditional ISD/CSD",200,"Transfers Out To",100,"GALENA PARK ISD  -  101910",129
