T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"ALIEF ISD  -  101903",12
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"ALVIN ISD  -  020901",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"BLOOMINGTON ISD  -  235901",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"BRAZOS ISD  -  008903",12
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"COLUMBIA-BRAZORIA ISD  -  020907",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"COLUMBUS ISD  -  045902",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"CYPRESS-FAIRBANKS ISD  -  101907",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"EAST BERNARD ISD  -  241902",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"EL CAMPO ISD  -  241903",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"FORT BEND ISD  -  079907",85
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"HEMPSTEAD ISD  -  237902",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"HOUSTON ISD  -  101912",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"KATY ISD  -  101914",46
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"KLEIN ISD  -  101915",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"NEEDVILLE ISD  -  079906",25
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"ROYAL ISD  -  237905",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"SEALY ISD  -  008902",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"SWEENY ISD  -  020906",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",100,"WHARTON ISD  -  241904",-999
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",218
"2022-2023",04,"REGION IV HOUSTON","LAMAR CISD  -  079901","Traditional ISD/CSD",100,"Transfers In From",300,,"."
