T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvord ISD (249901)",12
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bellevue ISD (039904)",16
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bridgeport ISD (249903)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Chico ISD (249904)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Decatur ISD (249905)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Forestburg ISD (169910)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Gold Burg ISD (169906)",17
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Iowa Park CISD (243903)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Midway ISD (039905)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Montague ISD (169908)",11
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",100,"Nocona ISD (169902)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",84
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Alvord ISD (249901)",33
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Azle ISD (220915)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bellevue ISD (039904)",54
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bridgeport ISD (249903)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Burkburnett ISD (243901)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Chico ISD (249904)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Decatur ISD (249905)",12
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Forestburg ISD (169910)",29
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Gold Burg ISD (169906)",65
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Henrietta ISD (039902)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Johnson City ISD (016901)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Midway ISD (039905)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Montague ISD (169908)",68
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Nocona ISD (169902)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Prairie Valley ISD (169909)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Saint Jo ISD (169911)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Texas College Preparatory Academie (221801)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Wichita Falls ISD (243905)",-999
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",200,,
"2020-2021",09,"Region IX Wichita Falls","Bowie ISD (169901)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",301
