T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"DEKALB ISD  -  019901",17
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"HARTS BLUFF ISD  -  225907",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"HOOKS ISD  -  019902",10
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"LIBERTY-EYLAU ISD  -  019908",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"MALTA ISD  -  019910",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"MAUD ISD  -  019903",10
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"MOUNT VERNON ISD  -  080901",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"PEWITT CISD  -  172905",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"RED LICK ISD  -  019911",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"SIMMS ISD  -  019909",20
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",100,"TEXARKANA ISD  -  019907",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",101
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"ATLANTA ISD  -  034901",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"DEKALB ISD  -  019901",19
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"HOOKS ISD  -  019902",36
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"HUBBARD ISD  -  019913",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"LIBERTY-EYLAU ISD  -  019908",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"MALTA ISD  -  019910",100
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"MAUD ISD  -  019903",26
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"PEWITT CISD  -  172905",-999
"2021-2022",08,"REGION VIII MT PLEASANT","NEW BOSTON ISD  -  019905","Traditional ISD/CSD",200,"Transfers Out To",100,"PLEASANT GROVE ISD  -  019912",-999
