T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","REPORT_DISTNAME_NUMBER_PROPCASE","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND_PROP","TRANSFERS_IN_OUT"
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Aledo ISD (184907)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Bluff Dale ISD (072904)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Eagle Mt-Saginaw ISD (220918)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Everman ISD (220904)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Fort Worth ISD (220905)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Glen Rose ISD (213901)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Godley ISD (126911)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Joshua ISD (126905)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Lipan ISD (111902)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Stephenville ISD (072903)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Tolar ISD (111903)",16
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",100,"Weatherford ISD (184903)",17
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",200,,
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",67
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",100,"Transfers In From",300,,
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Aledo ISD (184907)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Axtell ISD (161918)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Birdville ISD (220902)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Bluff Dale ISD (072904)",13
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brazos River Charter School (213801)",11
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Brock ISD (184909)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Burleson ISD (126902)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cleburne ISD (126903)",10
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Crowley ISD (220912)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Fort Worth Academy Of Fine Arts (220809)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Fort Worth ISD (220905)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Glen Rose ISD (213901)",124
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Godley ISD (126911)",76
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grand Prairie ISD (057910)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grapevine-Colleyville ISD (220906)",-999
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Hallsville ISD (102904)",13
"2019-2020",11,"Region XI Fort Worth","Granbury ISD (111901)","Traditional ISD/CSD",200,"Transfers Out To",100,"Harmony Science Acad (Waco) (161807)",-999
