T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Alamo Heights ISD (015901)",13
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Boerne ISD (130901)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Comal ISD (046902)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"East Central ISD (015911)",34
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Floresville ISD (247901)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Harlandale ISD (015904)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Judson ISD (015916)",142
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"La Vernia ISD (247903)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Lackland ISD (015913)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Medina Valley ISD (163908)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"New Braunfels ISD (046901)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"North East ISD (015910)",131
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Northside ISD (015915)",33
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"Randolph Field ISD (015906)",-999
"2018-2019",20,"Region XX San Antonio","Ft Sam Houston ISD (015914)","Traditional ISD/CSD",100,"Transfers In From",100,"San Antonio ISD (015907)",16
