T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"ATHENS ISD  -  107901",109
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"BROWNSBORO ISD  -  107902",-999
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"CANTON ISD  -  234902",24
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"CROSS ROADS ISD  -  107904",-999
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",-999
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"KEMP ISD  -  129904",14
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"KERENS ISD  -  175907",-999
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"LAPOYNOR ISD  -  107910",-999
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"MABANK ISD  -  129905",187
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"MALAKOFF ISD  -  107906",32
"2022-2023",07,"REGION VII KILGORE","EUSTACE ISD  -  107905","Traditional ISD/CSD",100,"Transfers In From",100,"MARTINS MILL ISD  -  234905",-999
