T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"ATHENS ISD  -  107901",10
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"EDGEWOOD ISD  -  234903",16
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"EUSTACE ISD  -  107905",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"FORNEY ISD  -  129902",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"FRUITVALE ISD  -  234909",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"GRAND SALINE ISD  -  234904",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"KAUFMAN ISD  -  129903",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"LINDALE ISD  -  212903",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"MABANK ISD  -  129905",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"MARTINS MILL ISD  -  234905",26
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"RAINS ISD  -  190903",-999
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"VAN ISD  -  234906",14
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",100,"WILLS POINT ISD  -  234907",21
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",117
"2021-2022",10,"REGION X RICHARDSON","CANTON ISD  -  234902","Traditional ISD/CSD",100,"Transfers In From",300,,"."
