T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfers Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Academy ISD (014901)",50
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Belton ISD (014903)",91
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Bruceville-Eddy ISD (161919)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Buckholts ISD (166907)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Cameron ISD (166901)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Copperas Cove ISD (050910)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Gatesville ISD (050902)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Hutto ISD (246906)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Killeen ISD (014906)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Lorena ISD (161907)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Moody ISD (161910)",-999
"2018-2019",12,"Region XII Waco","Temple ISD (014909)","Traditional ISD/CSD",100,"Transfers In From",100,"Rogers ISD (014907)",-999
