"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Alvarado ISD (126901)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Cedar Hill ISD (057904)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Corsicana ISD (175903)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Eagle Mt-Saginaw ISD (220918)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Ennis ISD (070903)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Ferris ISD (070905)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Grandview ISD (126904)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Italy ISD (070907)",5
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Itasca ISD (109907)",6
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Mansfield ISD (220908)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Midlothian ISD (070908)",12
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Milford ISD (070909)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Palmer ISD (070910)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Red Oak ISD (070911)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Venus ISD (126908)",7
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",100,"Waxahachie ISD (070912)",89
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",140
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Advantage Academy (057806)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Alvarado ISD (126901)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Cedar Hill ISD (057904)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Crowley ISD (220912)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ennis ISD (070903)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Ferris ISD (070905)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grandview ISD (126904)",6
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Grapevine-Colleyville ISD (220906)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Life School (057807)",5
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Mansfield ISD (220908)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Midlothian ISD (070908)",8
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Milford ISD (070909)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Red Oak ISD (070911)",-9999999
"2016-2017",10,"Region X Richardson","Maypearl ISD (070915)","Traditional ISD/CSD",200,"Transfers Out To",100,"Venus ISD (126908)",8
