T E X A S  E D U C A T I O N  A G E N C Y

District Level Transfer Report

PEIMS Student Transfer Report

"YEAR","REPORT_REGION","REPORT_REGION_NAME","REPORT_DISTNAME_NUMBER","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","DISTNAME_NUMBER_RES_ATTEND","TRANSFERS_IN_OUT"
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"ALLEN ISD  -  043901",20
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"ANNA ISD  -  043902",10
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"ARLINGTON ISD  -  220901",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"AUBREY ISD  -  061907",18
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"BELLS ISD  -  091901",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"CARROLLTON-FARMERS BRANCH ISD  -  057903",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"CELINA ISD  -  043903",42
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"COPPELL ISD  -  057922",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"DALLAS ISD  -  057905",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"DENTON ISD  -  061901",154
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"FARMERSVILLE ISD  -  043904",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"GARLAND ISD  -  057909",10
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"GUNTER ISD  -  091917",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"HOWE ISD  -  091905",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"KELLER ISD  -  220907",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"LAKE DALLAS ISD  -  061912",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"LEWISVILLE ISD  -  061902",57
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"LITTLE ELM ISD  -  061914",224
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"MCKINNEY ISD  -  043907",138
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"MELISSA ISD  -  043908",16
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"PILOT POINT ISD  -  061903",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"PLANO ISD  -  043910",60
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"PRINCETON ISD  -  043911",11
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"PROSPER ISD  -  043912",137
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"RED OAK ISD  -  070911",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"RICHARDSON ISD  -  057916",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",100,"VAN ALSTYNE ISD  -  091908",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",938
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"ALLEN ISD  -  043901",31
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"ANNA ISD  -  043902",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"ARGYLE ISD  -  061910",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"AUBREY ISD  -  061907",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"AXTELL ISD  -  161918",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"BASIS TEXAS  -  015834",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"BRAZOS RIVER CHARTER SCHOOL  -  213801",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"CARROLLTON-FARMERS BRANCH ISD  -  057903",13
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"CELINA ISD  -  043903",14
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"COPPELL ISD  -  057922",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"DALLAS ISD  -  057905",22
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"DENTON ISD  -  061901",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"DUNCANVILLE ISD  -  057907",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"EAGLE MT-SAGINAW ISD  -  220918",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"EVOLUTION ACADEMY CHARTER SCHOOL  -  057834",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"FARMERSVILLE ISD  -  043904",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"GARLAND ISD  -  057909",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"GRAPEVINE-COLLEYVILLE ISD  -  220906",117
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"GREAT HEARTS TEXAS  -  015835",12
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"GUNTER ISD  -  091917",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"HALLSVILLE ISD  -  102904",127
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"HARMONY PUBLIC SCHOOLS - NORTH TEXAS  -  1618",29
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"HIGHLAND PARK ISD  -  057911",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"HURST-EULESS-BEDFORD ISD  -  220916",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS",365
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS)",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LANCASTER ISD  -  057913",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LEADERSHIP PREP SCHOOL  -  061804",727
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LEGACY PREPARATORY  -  057846",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LEWISVILLE ISD  -  061902",73
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LIFE SCHOOL  -  057807",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LITTLE ELM ISD  -  061914",42
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LONE STAR LANGUAGE ACADEMY  -  043802",51
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"LOVEJOY ISD  -  043919",36
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"MCKINNEY ISD  -  043907",51
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"MELISSA ISD  -  043908",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"NORTH TEXAS COLLEGIATE ACADEMY  -  061802",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"PIONEER TECHNOLOGY & ARTS ACADEMY  -  057850",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"PLANO ISD  -  043910",113
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"PREMIER HIGH SCHOOLS  -  072801",20
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"PRINCETON ISD  -  043911",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"PROSPER ISD  -  043912",72
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"RICHARDSON ISD  -  057916",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"RICHLAND COLLEGIATE HIGH SCHOOL  -  057840",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"ROCKWALL ISD  -  199901",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"ROSCOE COLLEGIATE ISD  -  177901",13
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"SAN ANTONIO ISD  -  015907",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"SHERMAN ISD  -  091906",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXARKANA ISD  -  019907",-999
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS COLLEGE PREPARATORY ACADEMIES  -  22180",784
"2021-2022",10,"REGION X RICHARDSON","FRISCO ISD  -  043905","Traditional ISD/CSD",200,"Transfers Out To",100,"TEXAS LEADERSHIP PUBLIC SCHOOLS  -  226801",-999
