"YEAR","REPORT_REGION","REPORT_REGION_NAME_PROP","report_distname_number_propcase","REPORT_CHARTER_STATUS","REPORT_NUMBER","REPORT_TYPE","LINE_GROUP_NUMBER","distname_number_res_attend_prop","TRANSFERS_IN_OUT"
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",100,"Buffalo ISD (145901)",12
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",100,"Centerville ISD (145902)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",100,"Groesbeck ISD (147902)",21
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",100,"Normangee ISD (145906)",16
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",100,"Oakwood ISD (145907)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",100,"Teague ISD (081904)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",200,,"."
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",200,"Total Transfers In",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",100,"Transfers In From",300,,"."
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Buffalo ISD (145901)",10
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Centerville ISD (145902)",12
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Franklin ISD (198903)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Groesbeck ISD (147902)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"John H Wood Jr Public Charter Dist (015808)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Mexia ISD (147903)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Normangee ISD (145906)",7
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",100,"Premier High Schools (072801)",-9999999
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",200,,"."
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",200,"Total Transfers Out",38
"2016-2017",06,"Region VI Huntsville","Leon ISD (145911)","Traditional ISD/CSD",200,"Transfers Out To",300,,"."

