;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;power_W;ambient_temperature_C;Unnamed: 2
0;0;0;0;0;22.0;0.0
1;1;1;1;0;22.0;0.0
2;2;2;2;0;22.0;0.0
3;3;3;3;0;22.0;0.0
4;4;4;4;0;22.0;0.0
5;5;5;5;0;22.0;0.0
6;6;6;6;0;22.0;0.0
7;7;7;7;0;22.0;0.0
8;8;8;8;0;22.0;0.0
9;9;9;9;0;22.0;0.0
10;10;10;10;0;22.0;0.0
11;11;11;11;0;22.0;0.0
12;12;12;12;0;22.0;0.0
13;13;13;13;0;22.0;0.0
14;14;14;14;0;22.0;0.0
15;15;15;15;0;22.0;0.0
16;16;16;16;0;22.0;0.0
17;17;17;17;0;22.0;0.0
18;18;18;18;0;22.0;0.0
19;19;19;19;0;22.0;0.0
20;20;20;20;0;22.0;0.0
21;21;21;21;0;22.0;0.0
22;22;22;22;0;22.0;0.0
23;23;23;23;0;22.0;0.0
24;24;24;24;0;22.0;0.0
25;25;25;25;0;22.0;0.0
26;26;26;26;0;22.0;0.0
27;27;27;27;0;22.0;0.0
28;28;28;28;0;22.0;0.0
29;29;29;29;0;22.0;0.0
30;30;30;30;0;22.0;0.0
31;31;31;31;0;22.0;0.0
32;32;32;32;0;22.0;0.0
33;33;33;33;0;22.0;0.0
34;34;34;34;0;22.0;0.0
35;35;35;35;0;22.0;0.0
36;36;36;36;0;22.0;0.0
37;37;37;37;0;22.0;0.0
38;38;38;38;0;22.0;0.0
39;39;39;39;0;22.0;0.0
40;40;40;40;0;22.0;0.0
41;41;41;41;0;22.0;0.0
42;42;42;42;0;22.0;0.0
43;43;43;43;0;22.0;0.0
44;44;44;44;0;22.0;0.0
45;45;45;45;0;22.0;0.0
46;46;46;46;0;22.0;0.0
47;47;47;47;0;22.0;0.0
48;48;48;48;0;22.0;0.0
49;49;49;49;0;22.0;0.0
50;50;50;50;0;22.0;0.0
51;51;51;51;0;22.0;0.0
52;52;52;52;0;22.0;0.0
53;53;53;53;0;22.0;0.0
54;54;54;54;0;22.0;0.0
55;55;55;55;0;22.0;0.0
56;56;56;56;0;22.0;0.0
57;57;57;57;0;22.0;0.0
58;58;58;58;0;22.0;0.0
59;59;59;59;0;22.0;0.0
60;60;60;60;0;22.0;0.0
61;61;61;61;0;22.0;0.0
62;62;62;62;0;22.0;0.0
63;63;63;63;0;22.0;0.0
64;64;64;64;0;22.0;0.0
65;65;65;65;0;22.0;0.0
66;66;66;66;0;22.0;0.0
67;67;67;67;0;22.0;0.0
68;68;68;68;0;22.0;0.0
69;69;69;69;0;22.0;0.0
70;70;70;70;0;22.0;0.0
71;71;71;71;0;22.0;0.0
72;72;72;72;0;22.0;0.0
73;73;73;73;0;22.0;0.0
74;74;74;74;0;22.0;0.0
75;75;75;75;0;22.0;0.0
76;76;76;76;0;22.0;0.0
77;77;77;77;0;22.0;0.0
78;78;78;78;0;22.0;0.0
79;79;79;79;0;22.0;0.0
80;80;80;80;0;22.0;0.0
81;81;81;81;100000;22.0;1.666666667
82;82;82;82;100000;22.0;3.333333333
83;83;83;83;100000;22.0;5.0
84;84;84;84;100000;22.0;6.666666667
85;85;85;85;100000;22.0;8.333333333
86;86;86;86;100000;22.0;10.0
87;87;87;87;100000;22.0;11.66666667
88;88;88;88;100000;22.0;13.33333333
89;89;89;89;100000;22.0;15.0
90;90;90;90;100000;22.0;16.66666667
91;91;91;91;100000;22.0;18.33333333
92;92;92;92;100000;22.0;20.0
93;93;93;93;100000;22.0;21.66666667
94;94;94;94;100000;22.0;23.33333333
95;95;95;95;100000;22.0;25.0
96;96;96;96;100000;22.0;26.66666667
97;97;97;97;100000;22.0;28.33333333
98;98;98;98;100000;22.0;30.0
99;99;99;99;100000;19.07142857142857;31.66666667
100;100;100;100;100000;19.285714285714285;33.33333333
101;101;101;101;100000;19.5;35.0
102;102;102;102;100000;19.714285714285715;36.66666667
103;103;103;103;100000;19.928571428571427;38.33333333
104;104;104;104;100000;20.142857142857142;40.0
105;105;105;105;100000;20.357142857142858;41.66666667
106;106;106;106;100000;20.57142857142857;43.33333333
107;107;107;107;100000;20.785714285714285;45.0
108;108;108;108;100000;21.0;46.66666667
109;109;109;109;100000;21.214285714285715;48.33333333
110;110;110;110;100000;21.428571428571427;50.0
