Time;Source;Event
2021-07-01 00:00:00;fridge operation;START
2021-07-01 00:00:00;REFRIGERATOR;ON
2021-07-01 00:14:00;REFRIGERATOR;OFF
2021-07-01 00:14:00;fridge operation;END
2021-07-01 00:59:32;fridge operation;START
2021-07-01 00:59:32;REFRIGERATOR;ON
2021-07-01 01:13:32;REFRIGERATOR;OFF
2021-07-01 01:13:32;fridge operation;END
2021-07-01 01:48:52;fridge operation;START
2021-07-01 01:48:52;REFRIGERATOR;ON
2021-07-01 02:02:52;REFRIGERATOR;OFF
2021-07-01 02:02:52;fridge operation;END
2021-07-01 02:47:52;fridge operation;START
2021-07-01 02:47:52;REFRIGERATOR;ON
2021-07-01 03:01:52;REFRIGERATOR;OFF
2021-07-01 03:01:52;fridge operation;END
2021-07-01 04:02:14;fridge operation;START
2021-07-01 04:02:14;REFRIGERATOR;ON
2021-07-01 04:16:14;REFRIGERATOR;OFF
2021-07-01 04:16:14;fridge operation;END
2021-07-01 04:40:53;fridge operation;START
2021-07-01 04:40:53;REFRIGERATOR;ON
2021-07-01 04:54:53;REFRIGERATOR;OFF
2021-07-01 04:54:53;fridge operation;END
2021-07-01 05:27:16;fridge operation;START
2021-07-01 05:27:16;REFRIGERATOR;ON
2021-07-01 05:41:16;REFRIGERATOR;OFF
2021-07-01 05:41:16;fridge operation;END
2021-07-01 06:44:33;fridge operation;START
2021-07-01 06:44:33;REFRIGERATOR;ON
2021-07-01 06:58:33;REFRIGERATOR;OFF
2021-07-01 06:58:33;fridge operation;END
2021-07-01 07:01:54;dishwasher operation;START
2021-07-01 07:02:01;DISHWASHER;ON
2021-07-01 07:17:05;dishwasher operation;START
2021-07-01 07:17:13;DISHWASHER;ON
2021-07-01 08:02:57;fridge operation;START
2021-07-01 08:02:57;REFRIGERATOR;ON
2021-07-01 08:09:17;DISHWASHER;OFF
2021-07-01 08:09:17;dishwasher operation;END
2021-07-01 08:16:57;REFRIGERATOR;OFF
2021-07-01 08:16:57;fridge operation;END
2021-07-01 08:24:29;DISHWASHER;OFF
2021-07-01 08:24:29;dishwasher operation;END
2021-07-01 09:08:36;fridge operation;START
2021-07-01 09:08:36;REFRIGERATOR;ON
2021-07-01 09:22:36;REFRIGERATOR;OFF
2021-07-01 09:22:36;fridge operation;END
2021-07-01 10:18:42;fridge operation;START
2021-07-01 10:18:42;REFRIGERATOR;ON
2021-07-01 10:32:42;REFRIGERATOR;OFF
2021-07-01 10:32:42;fridge operation;END
2021-07-01 11:17:23;fridge operation;START
2021-07-01 11:17:23;REFRIGERATOR;ON
2021-07-01 11:31:23;REFRIGERATOR;OFF
2021-07-01 11:31:23;fridge operation;END
2021-07-01 12:16:16;fridge operation;START
2021-07-01 12:16:16;REFRIGERATOR;ON
2021-07-01 12:30:16;REFRIGERATOR;OFF
2021-07-01 12:30:16;fridge operation;END
2021-07-01 13:33:30;fridge operation;START
2021-07-01 13:33:30;REFRIGERATOR;ON
2021-07-01 13:47:30;REFRIGERATOR;OFF
2021-07-01 13:47:30;fridge operation;END
2021-07-01 14:04:21;fridge operation;START
2021-07-01 14:04:21;REFRIGERATOR;ON
2021-07-01 14:18:21;REFRIGERATOR;OFF
2021-07-01 14:18:21;fridge operation;END
2021-07-01 15:17:07;vacuuming;START
2021-07-01 15:17:07;VACUUMCLEANER;ON
2021-07-01 15:23:24;fridge operation;START
2021-07-01 15:23:24;REFRIGERATOR;ON
2021-07-01 15:29:07;VACUUMCLEANER;OFF
2021-07-01 15:29:07;vacuuming;END
2021-07-01 15:37:24;REFRIGERATOR;OFF
2021-07-01 15:37:24;fridge operation;END
2021-07-01 16:23:43;fridge operation;START
2021-07-01 16:23:43;REFRIGERATOR;ON
2021-07-01 16:37:43;REFRIGERATOR;OFF
2021-07-01 16:37:43;fridge operation;END
2021-07-01 16:52:02;watching TV;START
2021-07-01 16:52:02;TV;ON
2021-07-01 16:56:53;vacuuming;START
2021-07-01 16:56:53;VACUUMCLEANER;ON
2021-07-01 17:08:53;VACUUMCLEANER;OFF
2021-07-01 17:08:53;vacuuming;END
2021-07-01 17:25:10;fridge operation;START
2021-07-01 17:25:10;REFRIGERATOR;ON
2021-07-01 17:38:22;watching TV;START
2021-07-01 17:38:22;TV;ON
2021-07-01 17:39:10;REFRIGERATOR;OFF
2021-07-01 17:39:10;fridge operation;END
2021-07-01 17:39:47;TV;OFF
2021-07-01 17:39:48;TV;ON
2021-07-01 18:08:39;TV;OFF
2021-07-01 18:08:39;watching TV;END
2021-07-01 18:14:21;TV;OFF
2021-07-01 18:14:22;TV;ON
2021-07-01 18:21:26;fridge operation;START
2021-07-01 18:21:26;REFRIGERATOR;ON
2021-07-01 18:35:26;REFRIGERATOR;OFF
2021-07-01 18:35:26;fridge operation;END
2021-07-01 18:40:56;TV;OFF
2021-07-01 18:40:56;watching TV;END
2021-07-01 19:12:49;fridge operation;START
2021-07-01 19:12:49;REFRIGERATOR;ON
2021-07-01 19:26:49;REFRIGERATOR;OFF
2021-07-01 19:26:49;fridge operation;END
2021-07-01 19:56:22;watching TV;START
2021-07-01 19:56:22;TV;ON
2021-07-01 20:04:03;fridge operation;START
2021-07-01 20:04:03;REFRIGERATOR;ON
2021-07-01 20:18:03;REFRIGERATOR;OFF
2021-07-01 20:18:03;fridge operation;END
2021-07-01 20:25:12;watching TV;START
2021-07-01 20:25:12;TV;ON
2021-07-01 21:30:18;fridge operation;START
2021-07-01 21:30:18;REFRIGERATOR;ON
2021-07-01 21:44:18;REFRIGERATOR;OFF
2021-07-01 21:44:18;fridge operation;END
2021-07-01 21:46:36;TV;OFF
2021-07-01 21:46:36;watching TV;END
2021-07-01 21:51:19;TV;OFF
2021-07-01 21:51:20;TV;ON
2021-07-01 22:00:33;fridge operation;START
2021-07-01 22:00:33;REFRIGERATOR;ON
2021-07-01 22:08:31;TV;OFF
2021-07-01 22:08:31;watching TV;END
2021-07-01 22:14:33;REFRIGERATOR;OFF
2021-07-01 22:14:33;fridge operation;END
2021-07-01 23:07:20;fridge operation;START
2021-07-01 23:07:20;REFRIGERATOR;ON
2021-07-01 23:21:20;REFRIGERATOR;OFF
2021-07-01 23:21:20;fridge operation;END
2021-07-02 00:00:00;fridge operation;START
2021-07-02 00:00:00;REFRIGERATOR;ON
2021-07-02 00:14:00;REFRIGERATOR;OFF
2021-07-02 00:14:00;fridge operation;END
2021-07-02 00:52:57;fridge operation;START
2021-07-02 00:52:57;REFRIGERATOR;ON
2021-07-02 01:06:57;REFRIGERATOR;OFF
2021-07-02 01:06:57;fridge operation;END
2021-07-02 01:46:41;fridge operation;START
2021-07-02 01:46:41;REFRIGERATOR;ON
2021-07-02 02:00:41;REFRIGERATOR;OFF
2021-07-02 02:00:41;fridge operation;END
2021-07-02 02:52:44;fridge operation;START
2021-07-02 02:52:44;REFRIGERATOR;ON
2021-07-02 03:06:44;REFRIGERATOR;OFF
2021-07-02 03:06:44;fridge operation;END
2021-07-02 03:43:21;fridge operation;START
2021-07-02 03:43:21;REFRIGERATOR;ON
2021-07-02 03:57:21;REFRIGERATOR;OFF
2021-07-02 03:57:21;fridge operation;END
2021-07-02 04:20:58;fridge operation;START
2021-07-02 04:20:58;REFRIGERATOR;ON
2021-07-02 04:34:58;REFRIGERATOR;OFF
2021-07-02 04:34:58;fridge operation;END
2021-07-02 05:03:57;fridge operation;START
2021-07-02 05:03:57;REFRIGERATOR;ON
2021-07-02 05:17:57;REFRIGERATOR;OFF
2021-07-02 05:17:57;fridge operation;END
2021-07-02 06:01:21;fridge operation;START
2021-07-02 06:01:21;REFRIGERATOR;ON
2021-07-02 06:15:21;REFRIGERATOR;OFF
2021-07-02 06:15:21;fridge operation;END
2021-07-02 06:38:54;fridge operation;START
2021-07-02 06:38:54;REFRIGERATOR;ON
2021-07-02 06:52:54;REFRIGERATOR;OFF
2021-07-02 06:52:54;fridge operation;END
2021-07-02 07:00:00;dishwasher operation;START
2021-07-02 07:00:07;DISHWASHER;ON
2021-07-02 07:12:08;dishwasher operation;START
2021-07-02 07:12:13;DISHWASHER;ON
2021-07-02 07:58:11;fridge operation;START
2021-07-02 07:58:11;REFRIGERATOR;ON
2021-07-02 08:07:23;DISHWASHER;OFF
2021-07-02 08:07:23;dishwasher operation;END
2021-07-02 08:12:11;REFRIGERATOR;OFF
2021-07-02 08:12:11;fridge operation;END
2021-07-02 08:19:29;DISHWASHER;OFF
2021-07-02 08:19:29;dishwasher operation;END
2021-07-02 08:43:16;fridge operation;START
2021-07-02 08:43:16;REFRIGERATOR;ON
2021-07-02 08:57:16;REFRIGERATOR;OFF
2021-07-02 08:57:16;fridge operation;END
2021-07-02 09:32:09;fridge operation;START
2021-07-02 09:32:09;REFRIGERATOR;ON
2021-07-02 09:46:09;REFRIGERATOR;OFF
2021-07-02 09:46:09;fridge operation;END
2021-07-02 10:14:57;fridge operation;START
2021-07-02 10:14:57;REFRIGERATOR;ON
2021-07-02 10:28:57;REFRIGERATOR;OFF
2021-07-02 10:28:57;fridge operation;END
2021-07-02 11:18:20;fridge operation;START
2021-07-02 11:18:20;REFRIGERATOR;ON
2021-07-02 11:32:20;REFRIGERATOR;OFF
2021-07-02 11:32:20;fridge operation;END
2021-07-02 12:16:34;fridge operation;START
2021-07-02 12:16:34;REFRIGERATOR;ON
2021-07-02 12:30:34;REFRIGERATOR;OFF
2021-07-02 12:30:34;fridge operation;END
2021-07-02 13:30:56;fridge operation;START
2021-07-02 13:30:56;REFRIGERATOR;ON
2021-07-02 13:44:56;REFRIGERATOR;OFF
2021-07-02 13:44:56;fridge operation;END
2021-07-02 14:16:37;fridge operation;START
2021-07-02 14:16:37;REFRIGERATOR;ON
2021-07-02 14:19:29;vacuuming;START
2021-07-02 14:19:29;VACUUMCLEANER;ON
2021-07-02 14:30:37;REFRIGERATOR;OFF
2021-07-02 14:30:37;fridge operation;END
2021-07-02 14:31:29;VACUUMCLEANER;OFF
2021-07-02 14:31:29;vacuuming;END
2021-07-02 14:47:53;fridge operation;START
2021-07-02 14:47:53;REFRIGERATOR;ON
2021-07-02 15:01:53;REFRIGERATOR;OFF
2021-07-02 15:01:53;fridge operation;END
2021-07-02 15:16:05;use a personal computer;START
2021-07-02 15:16:05;PC;ON
2021-07-02 15:37:17;fridge operation;START
2021-07-02 15:37:17;REFRIGERATOR;ON
2021-07-02 15:51:17;REFRIGERATOR;OFF
2021-07-02 15:51:17;fridge operation;END
2021-07-02 15:52:21;watching TV;START
2021-07-02 15:52:21;TV;ON
2021-07-02 16:31:24;PC;OFF
2021-07-02 16:31:24;use a personal computer;END
2021-07-02 16:31:25;use a personal computer;START
2021-07-02 16:31:25;PC;ON
2021-07-02 16:42:23;fridge operation;START
2021-07-02 16:42:23;REFRIGERATOR;ON
2021-07-02 16:56:23;REFRIGERATOR;OFF
2021-07-02 16:56:23;fridge operation;END
2021-07-02 17:07:57;TV;OFF
2021-07-02 17:07:58;TV;ON
2021-07-02 17:23:01;TV;OFF
2021-07-02 17:23:01;watching TV;END
2021-07-02 17:27:24;use a personal computer;START
2021-07-02 17:27:24;PC;ON
2021-07-02 17:46:44;PC;OFF
2021-07-02 17:46:44;use a personal computer;END
2021-07-02 17:48:51;watching TV;START
2021-07-02 17:48:51;TV;ON
2021-07-02 17:57:03;fridge operation;START
2021-07-02 17:57:03;REFRIGERATOR;ON
2021-07-02 18:11:03;REFRIGERATOR;OFF
2021-07-02 18:11:03;fridge operation;END
2021-07-02 18:42:43;PC;OFF
2021-07-02 18:42:43;use a personal computer;END
2021-07-02 19:37:20;fridge operation;START
2021-07-02 19:37:20;REFRIGERATOR;ON
2021-07-02 19:37:42;TV;OFF
2021-07-02 19:37:43;TV;ON
2021-07-02 19:38:31;watching TV;START
2021-07-02 19:38:31;TV;ON
2021-07-02 19:51:20;REFRIGERATOR;OFF
2021-07-02 19:51:20;fridge operation;END
2021-07-02 20:00:18;TV;OFF
2021-07-02 20:00:18;watching TV;END
2021-07-02 20:58:03;TV;OFF
2021-07-02 20:58:04;TV;ON
2021-07-02 21:00:01;fridge operation;START
2021-07-02 21:00:01;REFRIGERATOR;ON
2021-07-02 21:03:35;watching TV;START
2021-07-02 21:03:35;TV;ON
2021-07-02 21:14:01;REFRIGERATOR;OFF
2021-07-02 21:14:01;fridge operation;END
2021-07-02 21:27:19;TV;OFF
2021-07-02 21:27:19;watching TV;END
2021-07-02 21:43:25;TV;OFF
2021-07-02 21:43:26;TV;ON
2021-07-02 21:51:41;fridge operation;START
2021-07-02 21:51:41;REFRIGERATOR;ON
2021-07-02 22:03:45;TV;OFF
2021-07-02 22:03:45;watching TV;END
2021-07-02 22:05:41;REFRIGERATOR;OFF
2021-07-02 22:05:41;fridge operation;END
2021-07-02 23:17:21;fridge operation;START
2021-07-02 23:17:21;REFRIGERATOR;ON
2021-07-02 23:31:21;REFRIGERATOR;OFF
2021-07-02 23:31:21;fridge operation;END
2021-07-03 00:19:40;fridge operation;START
2021-07-03 00:19:40;REFRIGERATOR;ON
2021-07-03 00:33:40;REFRIGERATOR;OFF
2021-07-03 00:33:40;fridge operation;END
2021-07-03 00:52:27;fridge operation;START
2021-07-03 00:52:27;REFRIGERATOR;ON
2021-07-03 01:06:27;REFRIGERATOR;OFF
2021-07-03 01:06:27;fridge operation;END
2021-07-03 01:58:29;fridge operation;START
2021-07-03 01:58:29;REFRIGERATOR;ON
2021-07-03 02:12:29;REFRIGERATOR;OFF
2021-07-03 02:12:29;fridge operation;END
2021-07-03 02:53:06;fridge operation;START
2021-07-03 02:53:06;REFRIGERATOR;ON
2021-07-03 03:07:06;REFRIGERATOR;OFF
2021-07-03 03:07:06;fridge operation;END
2021-07-03 04:04:28;fridge operation;START
2021-07-03 04:04:28;REFRIGERATOR;ON
2021-07-03 04:18:28;REFRIGERATOR;OFF
2021-07-03 04:18:28;fridge operation;END
2021-07-03 04:52:01;fridge operation;START
2021-07-03 04:52:01;REFRIGERATOR;ON
2021-07-03 05:06:01;REFRIGERATOR;OFF
2021-07-03 05:06:01;fridge operation;END
2021-07-03 05:43:04;fridge operation;START
2021-07-03 05:43:04;REFRIGERATOR;ON
2021-07-03 05:57:04;REFRIGERATOR;OFF
2021-07-03 05:57:04;fridge operation;END
2021-07-03 06:29:55;fridge operation;START
2021-07-03 06:29:55;REFRIGERATOR;ON
2021-07-03 06:43:55;REFRIGERATOR;OFF
2021-07-03 06:43:55;fridge operation;END
2021-07-03 07:20:58;fridge operation;START
2021-07-03 07:20:58;REFRIGERATOR;ON
2021-07-03 07:34:58;REFRIGERATOR;OFF
2021-07-03 07:34:58;fridge operation;END
2021-07-03 08:11:50;fridge operation;START
2021-07-03 08:11:50;REFRIGERATOR;ON
2021-07-03 08:25:50;REFRIGERATOR;OFF
2021-07-03 08:25:50;fridge operation;END
2021-07-03 08:43:22;fridge operation;START
2021-07-03 08:43:22;REFRIGERATOR;ON
2021-07-03 08:57:22;REFRIGERATOR;OFF
2021-07-03 08:57:22;fridge operation;END
2021-07-03 09:19:54;fridge operation;START
2021-07-03 09:19:54;REFRIGERATOR;ON
2021-07-03 09:33:54;REFRIGERATOR;OFF
2021-07-03 09:33:54;fridge operation;END
2021-07-03 09:59:18;fridge operation;START
2021-07-03 09:59:18;REFRIGERATOR;ON
2021-07-03 10:13:18;REFRIGERATOR;OFF
2021-07-03 10:13:18;fridge operation;END
2021-07-03 11:24:01;fridge operation;START
2021-07-03 11:24:01;REFRIGERATOR;ON
2021-07-03 11:38:01;REFRIGERATOR;OFF
2021-07-03 11:38:01;fridge operation;END
2021-07-03 12:20:50;fridge operation;START
2021-07-03 12:20:50;REFRIGERATOR;ON
2021-07-03 12:34:50;REFRIGERATOR;OFF
2021-07-03 12:34:50;fridge operation;END
2021-07-03 13:01:08;fridge operation;START
2021-07-03 13:01:08;REFRIGERATOR;ON
2021-07-03 13:15:08;REFRIGERATOR;OFF
2021-07-03 13:15:08;fridge operation;END
2021-07-03 13:57:59;fridge operation;START
2021-07-03 13:57:59;REFRIGERATOR;ON
2021-07-03 14:11:59;REFRIGERATOR;OFF
2021-07-03 14:11:59;fridge operation;END
2021-07-03 14:44:45;fridge operation;START
2021-07-03 14:44:45;REFRIGERATOR;ON
2021-07-03 14:58:45;REFRIGERATOR;OFF
2021-07-03 14:58:45;fridge operation;END
2021-07-03 15:00:00;watching TV;START
2021-07-03 15:00:00;TV;ON
2021-07-03 15:31:25;watching TV;START
2021-07-03 15:31:25;TV;ON
2021-07-03 16:04:53;TV;OFF
2021-07-03 16:04:54;TV;ON
2021-07-03 16:12:15;TV;OFF
2021-07-03 16:12:16;TV;ON
2021-07-03 16:29:53;TV;OFF
2021-07-03 16:29:53;watching TV;END
2021-07-03 16:35:46;TV;OFF
2021-07-03 16:35:46;watching TV;END
2021-07-03 16:36:58;fridge operation;START
2021-07-03 16:36:58;REFRIGERATOR;ON
2021-07-03 16:38:40;watching TV;START
2021-07-03 16:38:40;TV;ON
2021-07-03 16:50:58;REFRIGERATOR;OFF
2021-07-03 16:50:58;fridge operation;END
2021-07-03 17:09:55;use a personal computer;START
